flower_id,mother_name,Hindi Primary Name,Hindi Primary Transliteration,Hindi Alternate Name 1,Hindi Alternate Name 1 Transliteration,Telugu Primary Name,Telugu Primary Transliteration,Telugu Alternate Name 1,Telugu Alternate Name 1 Transliteration,Tamil Primary Name,Tamil Primary Transliteration,Tamil Alternate Name 1,Tamil Alternate Name 1 Transliteration,Kannada Primary Name,Kannada Primary Transliteration,Kannada Alternate Name 1,Kannada Alternate Name 1 Transliteration,Malayalam Primary Name,Malayalam Primary Transliteration,Malayalam Alternate Name 1,Malayalam Alternate Name 1 Transliteration,Marathi Primary Name,Marathi Primary Transliteration,Marathi Alternate Name 1,Marathi Alternate Name 1 Transliteration,Gujarati Primary Name,Gujarati Primary Transliteration,Gujarati Alternate Name 1,Gujarati Alternate Name 1 Transliteration,Bengali Primary Name,Bengali Primary Transliteration,Bengali Alternate Name 1,Bengali Alternate Name 1 Transliteration,Odia Primary Name,Odia Primary Transliteration,Odia Alternate Name 1,Odia Alternate Name 1 Transliteration,botanical_name,english_common_name,french_common_name
644,Spiritual aspiration,देसी बदाम,Desi Badam,जंगली बदाम,Jangli Badam,బాదం,Badam,నాటు బాదం,Natu Badam,நாட்ட பாதாம்,Nattu Badam,பாதாம் மரம்,Badam Maram,ಕಾಡುಬಾದಾಮಿ,Kadubadami,ತಾರಿ ಮರ,Tari Mara,താനി,Thani,ബദാം,Badam,देशी बदाम,Deshi Badam,बदाम,Badam,દેશી બદામ,Deshi Badam,બદામ,Badam,দেশী বাদাম,Deshi Badam,বাদাম গাছ,Badam Gachh,ଦେଶୀ ବାଦାମ,Deshi Badam,ବାଦାମ,Badam,Terminalia catappa L.,Tropical almond; Indian almond,Badamier; Amandier des Indes
496,Victory,अलमंडा,Allamanda,पीली घंटी,Peeli Ghanti,పసుపు పచ్చ గంటలు,Pasupu Pachha Gantalu,అల్లమండ,Allamanda,மஞ்சள் அலரி,Manjal Alari,அல்லமண்டா,Allamanda,ಹಳದಿ ಗಂಟೆ,Haladi Gante,ಅಲ್ಲಮಂಡಾ,Allamanda,മഞ്ഞക്കൊന്ന,Manjakkonna,അല്ലമണ്ട,Allamanda,पिवळी घंटी,Pivli Ghanti,अल्लामंडा,Allamanda,પીળી ઘંટી,Pili Ghanti,અલ્લામંડા,Allamanda,হলুদ ঘণ্টা,Holud Ghanta,অ্যালকমান্ডা,Allamanda,ହଳଦିଆ ଘଣ୍ଟି,Haladia Ghanti,ଅଲାମଣ୍ଡା,Allamanda,Allamanda cathartics. L.,Common allamanda,Allamanda; Monette d'or
350,Harmony,अनंत लता,Anant Lata,मधुमालती भेद,Madhumalati Bhed,మధుర తీగ,Madhura Teega,ప్రేమ తీగ,Prema Teega,கொடி ரோஜா,Kodi Roja,அன்புக் கொடி,Anbu Kodi,ಪ್ರೀತಿಯ ಬಳ್ಳಿ,Preetiya Balli,ಮಧುರ ಬಳ್ಳಿ,Madhura Balli,സ്നേഹക്കൊടി,Snehakkodi,മധുരക്കൊടി,Madhurakkodi,मधु वेल,Madhu Vel,प्रेम वेल,Prem Vel,પ્રેમ વેલ,Prem Vel,મધુ વેલ,Madhu Vel,অনন্তলতা,Anantalota,প্রেমলতা,Premalota,ଅନନ୍ତଲତା,Anantalata,ପ୍ରେମଲତା,Premalata,Antigonon Endl. spp.,Coral vine,Liane d'amour; Antigonon
252,Power aspiring to become an instrument for the divine work,झुमका लता,Jhumka Lata,कृष्ण कमल,Krishna Kamal,కృష్ణ కమలము,Krishna Kamalamu,ఝుంకా తీగ,Jhumka Teega,பூனைக்காலி,Punaikkali,கிருஷ்ண கமலம்,Krishna Kamalam,ಕೃಷ್ಣಕಮಲ,Krishnakamala,ಝುಮ್ಕಾ ಬಳ್ಳಿ,Jhumka Balli,കൃഷ്ണകമലം,Krishnakamalam,പഞ്ചപാണ്ഡവപ്പൂവ്,Panchapandavappoovu,कृष्णकमळ,Krishnakamal,झुमका वेल,Jhumka Vel,કૃષ્ણકમળ,Krishnakamal,ઝૂમખા વેલ,Zumkha Vel,ঝুমকো লতা,Jhumko Lota,কৃষ্ণকমল,Krishnakamal,କୃଷ୍ଣକମଳ,Krishnakamala,ଝୁମୁକା ଲତା,Jhumuka Lata,Passiflora vitifolia HBK.,Passion flower,Passiflore; Fleur de la passion
505,Immortality,गुल-ए-मख़मल,Gul-e-makhmal,मखमली,Makhmali,గంగ శీరు పువ్వు,Ganga Seeru Puvvu,పెద్ద గంగ,Pedda Ganga,வாடாமல்லி,Vadamalli,வாடாமல்லிகை,Vadamalligai,ವಾಡಾಮಲ್ಲಿ,Vadamalli,ವಾಡಾಮಲ್ಲಿಗೆ,Vadamallige,വാടാമുല്ല,Vadamulla,വാടാമുല്ലപ്പൂവ്,Vadamullappoovu,जाफरी गुंडी,Jafari Gundi,गुंडीचा फूल,Gundicha Phool,ખાસી ગુંડી,Khasi Gundi,ગુંડીનું ફૂલ,Gundinu Phool,বোতাম ফুল,Botam Phool,বোতাম গাদা,Botam Gada,ଗୋଲାପି ଗୁଣ୍ଡି,Golapi Gundi,ଗୁଣ୍ଡି ଫୁଲ,Gundi Phula,Gomphrena globosa L.,Globe amaranth,Immortelle amarante; Gomphréna
003,Sachchidananda,दोलन चंपा,Dolan Champa,कपूर कचरी,Kapur Kachri,దులాల్ చంపా,Dulal Champa,కర్పూర పుష్పము,Karpura Pushpamu,சீமை அல்லி,Seemai Alli,இஞ்சி அல்லி,Inji Alli,ಸುರುಳಿ ಮಲ್ಲಿಗೆ,Suruli Mallige,ಸುಗಂಧ ಮೂಲ,Sugandha Moola,കല്യാണസൗഗന്ധികം,Kalyanasougandhikam,സൗഗന്ധികം,Sougandhikam,सोनेरी चाफा,Soneri Chafa,कपूर कचरी,Kapur Kachri,સોનેરી ચાંપો,Soneri Champo,કપૂર કચરી,Kapur Kachri,দোলনচাঁপা,Dolanchampa,দোলন চাঁপা,Dolan Champa,ଦୋଳନଚମ୍ପା,Dolanchampa,ଦୋଳନ ଚମ୍ପା,Dolan Champa,Hedychium J. G. Koenig.,Ginger lily,Hédychie; Gingembre papillon
203,Abolition of the ego,सफ़ैदा,Safeda,,,జాముయిల్,Jamuil,యుకలిప్టస్,Eucalyptus,தைல மரம்,Thaila Maram,யூகலிப்டஸ்,Eucalyptus,ನೀಲಗಿರಿ,Neelagiri,ಯುಕಾಲಿಪ್ಟಸ್,Eucalyptus,യൂക്കാലിപ്റ്റസ്,Eucalyptus,തൈലമരം,Thailamaram,निलगिरी,Nilgiri,यूकेलिप्टस,Eucalyptus,નીલગિરી,Nilgiri,યુકેલિપ્ટસ,Eucalyptus,ইউক্যালিপটাস,Eucalyptus,ইউক্যালিপটাস গাছ,Eucalyptus Gachh,ୟୁକାଲିପଟାସ,Eucalyptus,ୟୁକାଲିପଟାସ ଗଛ,Eucalyptus Gachha,Eucalyptus L'Herit. spp.,Eucalyptus; Gum tree,Eucalyptus
144,Seeking for support only in the divine,बैंगन,Baingan,भांटा,Bhanta,వంకాయ,Vankaya,గుత్తి వంకాయ,Gutti Vankaya,கத்தரிக்காய்,Katharikkay,கத்தரி பூ,Kathari Poo,ಬದನೆಕಾಯಿ,Badanekayi,ಬದನೆ,Badane,വഴുതന,Vazhuthana,വഴുതനങ്ങ,Vazhuthananga,वांगे,Vange,वांगी,Vangi,રીંગણ,Ringan,રીંગણા,Ringana,বেগুন,Begun,বেগুন গাছ,Begun Gachh,ବାଇଗଣ,Baigana,ବାଇଗଣ ଗଛ,Baigana Gachha,Solanum seaforthianum Andr.,Eggplant; Brinjal,Aubergine
204,Chastity,नींबू,Neebu,चकोतरा,Chakotara,నిమ్మ,Nimma,పంపరపనస,Pamparapanasa,எலுமிச்சை,Elumichai,பம்பளிமாஸ்,Pambalimass,ನಿಂಬೆ,Nimbe,ಲಿಂಬೆ,Limbe,ചെറുനാരകം,Cherunarakam,ബംബ്ലിനാരകം,Bamblinarakam,लिंबू,Limbu,पपनस,Papanas,લીંબુ,Limbu,મોસંબી,Mosambi,লেবু,Lebu,বাতাবি লেবু,Batabi Lebu,ଲେମ୍ବୁ,Lembu,କାଗଜି ଲେମ୍ବୁ,Kagaji Lembu,Citrus limon (L.) Burm. f.,Lemon; Lemon tree,Citronnier; Limettier
275,Help,लेमनग्रास,Lemongrass,गवती चाय,Gawati Chay,నిమ్మగడ్డి,Nimmagaddi,వాసనగడ్డి,Vasanagaddi,இஞ்சிப்புல்,Injippul,வாசனப்புல்,Vasanappul,ಮಜ್ಜಿಗೆ ಹುಲ್ಲು,Majjige Hullu,ನಿಂಬೆ ಹುಲ್ಲು,Nimbe Hullu,ഇഞ്ചിപ്പുല്ല്,Injippullu,വാസനപ്പുല്ല്,Vasanappullu,गवती चहा,Gavati Chaha,हिरवा चहा,Hirva Chaha,લીલી ચા,Lili Cha,લીંબુ ઘાસ,Limbu Ghas,লেমন ঘাস,Lemon Ghas,গন্ধ ঘাস,Gandha Ghas,ଧନ୍ୱନ୍ତରୀ ଘାସ,Dhanwantari Ghasa,ଲେମନ ଘାସ,Lemon Ghasa,Cymbopogon citratus (DC. ex Nees.) Stapf.,Lemongrass,Citronnelle; Herbe citron
012,Call of the divine grace,निसौथ,Nisoth,त्रि वृत्त,Trivrit,తెల్ల తెగడ,Tella Tegada,త్రివృత్,Trivrut,சிவProperty,Sivappu Tegada,திரிவிருத்தி,Thriviruthi,ಬಿಳಿ ತೇಗಡ,Bili Tegada,ತ್ರಿವೃತ,Thrivrutha,ത്രികോല്പക്കൊന്ന,Thrikolpakkonna,ത്രിവൃത്ത്,Thrivruthu,निसौथ,Nisoth,त्रि वृत्त,Trivrit,નિસૌથ,Nisoth,ત્રિવૃત,Trivrut,দুধ কলমী,Dudh Kalami,ত্রিভ্রিত,Tribhrit,ତ୍ରିବୃତ,Tribruta,ନିସୋଥ,Nisoth,Operculina turpethum (L.) Silva Manso.,Wooden rose,Turbith; Liane d'argent
036,Promise,कंगी,Kangi,झुमका,Jhumka,తుత్తిరి,Tuttiri,ముద్రబెండ,Mudrabenda,துத்தி,Thuthi,பணியாரத்துத்தி,Paniyarathturuthi,ತುತ್ತೂರಿ,Tuttoori,ಶ್ರೀಮುದ್ರೆ,Shrimudre,ഊരം,Ooram,കുറുന്തോട്ടി,Kurunthotti,कंगी,Kangi,पेटारी,Petari,કંગી,Kangi,અતિબલા,Atibala,পেটুম্বা,Petumba,ঝুমকা জবা,Jhumka Jaba,ପେଟାରୀ,Petari,ଅତିବଳା,Atibala,Abutilon Xhybridum hort.,Indian mallow,Abutilon; Mauve indienne
533,Refined taste,मोर हल्दी,Mor Haldi,,,నెమలి అల్లం,Nemali Allam,,,மயில் இஞ்சி,Mayil Inji,,,ನವಿಲು ಶುಂಟಿ,Navilu Shunti,,,മയിൽ ഇഞ്ചി,Mayil Inji,,,मोर आले,Mor Ale,,,મોર આદુ,Mor Aadu,,,ময়ূর আদা,Mayur Aada,,,ମୟୂର ଅଦା,Mayura Ada,,,Kaempferia pulchra Ridl.,Peacock ginger,Gingembre peacock; Kaempferia
534,Delicacy,धनिया,Dhaniya,कोठमीर,Kothmir,కొత్తిమీర,Kothimeera,ధనియాలు,Dhaniyalu,கொத்தமல்லி,Kothamalli,தனியா,Dhaniya,ಕೊತ್ತಂಬರಿ,Kothambari,ಧನಿಯಾ,Dhaniya,മല്ലി,Malli,കൊത്തമല്ലി,Kothamalli,कोथिंबीर,Kothimbir,धणे,Dhane,કોથમરી,Kothmari,ધાણા,Dhana,ধনে,Dhone,ধনে পাতা,Dhone Pata,ଧନିଆ,Dhania,ଧନିଆ ପତ୍ର,Dhania Patra,Coriandrum sativum L.,Coriander; Cilantro,Coriandre
406,Bravery,चौलाई,Chaulai,लाल साग,Lal Sag,తోటకూర,Thotakoora,ఎర్ర తోటకూర,Erra Thotakoora,கீரை பூ,Keerai Poo,சிவப்புக் கீரை,Sivappu Keerai,ರಾಜಗಿರಿ,Rajagiri,ದಂಟು ಸೊಪ್ಪು,Dantu Soppu,ചീരപ്പൂവ്,Cheerappoovu,ചുവന്ന ചീര,Chuvanna Cheera,माठ,Math,लाल माठ,Lal Math,તાંજળજો,Tanjaljo,લાલ તાંજળજો,Lal Tanjaljo,নটে শাক,Note Shak,লাল শাক,Lal Shak,ଖଡ଼ା ଶାଗ,Khada Shaga,ନାଲି ଶାଗ,Nali Shaga,Amaranthus tricolor L. 'Molten Fire',Chinese spinach,Amarante; Amarante tricolore
136,Religious thought,मीठा इंद्रजौ,Meetha Indrajau,दूधी,Dudi,తెల్ల అంకుడు,Tella Ankudu,అంకుడు,Ankudu,வெப்பாலை,Veppalai,பாலை மரம்,Palai Maram,ಹಾಲೆಮರ,Halemara,ಕೊಡಸಗ,Kodasaga,കുടകപ്പാല,Kudakappala,പാലമരം,Palamaram,पांढरा कुडा,Pandhra Kuda,काळा कुडा,Kala Kuda,સફેદ કુડા,Safed Kuda,કાળો કુડા,Kalo Kuda,সাদা কুড়চি,Shada Kurchi,কালো কুড়চি,Kalo Kurchi,ଧଳା କେରୁଆ,Dhala Kerua,କଳା କେରୁଆ,Kala Kerua,Wrightia tinctoria R. Br.,Pala indigo plant; Sweet indrajao,Wrightia; Kurchi
548,Wealth,कमलिनी,Kamalini,कुमुद,Kumud,కలువ,Kaluva,ఎర్ర కలువ,Erra Kaluva,அல்லி,Alli,வெள்ளல்லி,Vellalli,ನೈದಿಲೆ,Naidile,ಬಿಳಿ ನೈದಿಲೆ,Bili Naidile,ആമ്പൽ,Aambal,വെള്ളാമ്പൽ,Vellaambal,कमळ भेद,Kamal Bhed,पांढरे कमळ,Pandhre Kamal,કમળ ભેદ,Kamal Bhed,સફેદ કમળ,Safed Kamal,শাপলা,Shapla,সাদা শাপলা,Shada Shapla,କାଇଁ,Kain,ଧଳା କାଇଁ,Dhala Kain,Nymphaea L. spp.,Water lily,Nénuphar; Nénuphar blanc
156,Unconditional integral offering,गणेश बेल,Ganesh Bel,कामलता,Kamalata,కాశీరత్నము,Kashiratnamu,మయూరశిఖ,Mayurasikha,மயில்மாணிக்கம்,Mayilmanikkam,காமலதா,Kamalatha,ಕಾಶಿ ರತ್ನ,Kashi Ratna,ಮಯೂರ ಶಿಖೆ,Mayura Shikhe,മയിൽമാണിക്യം,Mayilmanikyam,കാശീരത്നം,Kashiratnam,गणेश वेल,Ganesh Vel,मयाळू,Mayalu,ગણેશ વેલ,Ganesh Vel,કાશી રત્ન,Kashi Ratna,তারা লতা,Tara Lota,ময়ূর শিখা,Mayur Shikha,ତାରା ଲତା,Tara Lata,ମୟୂର ଶିଖା,Mayura Shikha,Ipomoea tricolor Cav. 'Pearly Gates',Cypress vine,Ipomée; Cheveu de Vénus
246,Service,पीला गुलमोहर,Peela Gulmohar,,,పసుపు తురాయి,Pasupu Turayi,కొండ చింత,Konda Chinta,பெருங்கொன்றை,Perungkondrai,மஞ்சள் கொன்றை,Manjal Kondrai,ಹಳದಿ ಗುಲ್ಮೊಹರ್,Haladi Gulmohar,ಕೊಂಡ ಚಿಂತಾ,Konda Chinta,മഞ്ഞക്കടമ്പ്,Manjakkadambu,മഞ്ഞപ്പൊന്നാര്യൻ,Manjapponnaryan,पिवळा गुलमोहर,Pivla Gulmohar,तांबडा सिरस,Tambda Siras,પીળો ગુલમોહર,Pilo Gulmohar,તામ્ર શિરષ,Tamra Shirash,হলুদ কৃষ্ণচূড়া,Holud Krishnachura,সোনার ঝুরি,Sonar Jhuri,ହଳଦିଆ କୃଷ୍ଣଚୂଡ଼ା,Haladia Krishnachuda,ରାଜ ଗୋଖର,Raja Gokhara,Peltophorum pterocarpum (DC.) K. Heyne.,Yellow flame tree,Flamboyant jaune; Peltophorum
247,Work,ऑस्ट्रेलियन बबूल,Australian Babul,,,ఆస్ట్రేలియన్ తుమ్మ,Australian Thumma,,,ஆஸ்திரேலிய கருவேலம்,Australian Karuvelam,,,ಆಸ್ಟ್ರೇಲಿಯನ್ ಜಾಲರಿ,Australian Jalari,,,ഓസ്ട്രേലിയൻ അക്കേഷ്യ,Australian Acacia,,,ऑस्ट्रेलियन बाभूळ,Australian Babul,,,ઓસ્ટ્રેલિયન બાવળ,Australian Baval,,,অস্ট্রেলিয়ান বাবলা,Australian Babla,,,ଅଷ୍ଟ୍ରେଲିଆନ ବାବୁଲ,Australian Babula,,,Acacia auriculiformis Cunn. ex Benth.,Black wattle,Mimosa australien; Acacia
249,Cheerfulness in work for the divine,कोरियोप्सिस,Coreopsis,,,కోరియోప్సిస్,Coreopsis,,,கோரியோப்சிஸ்,Coreopsis,,,ಕೋರಿಯೋಪ್ಸಿಸ್,Coreopsis,,,കോറിയോപ്സിസ്,Coreopsis,,,कोरियोप्सिस,Coreopsis,,,કોરિયોપ્સિસ,Coreopsis,,,কোরিওপসিস,Coreopsis,,,କୋରିଓପସିସ,Coreopsis,,,Coreopsis tinctoria Nutt.,Tickweed,Coréopsis
250,Disinterested work done for the divine,सुदर्शन,Sudarshan,,,విషముంగలి,Vishamungali,కేశర చెట్టు,Keshara Chettu,விஷமூங்கிலி,Vishamungili,துடாரி,Thudari,ವಿಷಮಂಗಲಿ,Vishamangali,ಕೇಶರ ಮರ,Keshara Mara,വിഷമുള,Vishamula,വലിയ താമര,Valiya Thamara,नागदोन,Nagdon,सुदर्शन,Sudarshan,નાગદમન,Nagdaman,સુદર્શન,Sudarshan,সুদর্শন,Sudarshan,নাগদমন,Nagdaman,ସୁଦର୍ଶନ,Sudarshan,ନାଗଦମନ,Nagadamana,Crinum L.,Crinum lily,Lys crinum; Crinum
201,Absence of desire,जंगली नींबू,Jangli Neebu,माकड़ नींबू,Makad Neebu,అడవి నిమ్మ,Adavi Nimma,ముని నిమ్మ,Muni Nimma,காட்டு எலுமிச்சை,Kaattu Elumichai,குட்டினாரத்தை,Kuttinarathai,ಕಾಡುನಿಂಬೆ,Kadunimbe,ಕಾಡು ಲಿಂಬೆ,Kadu Limbe,കാട്ടുനാരകം,Kaattunarakam,മലനാരകം,Malanarakam,माकड लिंबू,Makad Limbu,रान लिंबू,Ran Limbu,જંગલી લીંબુ,Jangli Limbu,મોટી લીંબુડી,Moti Limbudi,বন লেবু,Bon Lebu,আটব লেবু,Atab Lebu,ଜଙ୍ଗଲୀ ଲେମ୍ବୁ,Jangali Lembu,ନାରଙ୍ଗୀ,Narangi,Atalantia monophylla Correa.,Country gooseberry,Citronnier sauvage
202,Unselfishness,नेपाल ट्रम्पेट,Nepal Trumpet,,,నేపాల్ ట్రంపెట్,Nepal Trumpet,,,நேபாள டிரம்பெட்,Nepal Trumpet,,,ನೇಪಾಳ ಟ್ರಂಪೆಟ್,Nepal Trumpet,,,നേപ്പാൾ ട്രമ്പറ്റ്,Nepal Trumpet,,,नेपाळ ट्रम्पेट,Nepal Trumpet,,,નેપાળ ટ્રમ્પેટ,Nepal Trumpet,,,নেপাল ট্রাম্পেট,Nepal Trumpet,,,ନେପାଳ ଟ୍ରମ୍ପେଟ,Nepal Trumpet,,,Beaumontia jerdoniana Wight.,Herald's trumpet,Trompette du Nipal; Beaumontia
004,Divine presence,ओयस्टर पौधा,Oyster Podha,,,రాధాకృష్ణ మూలిక,Radhakrishna Moolika,,,ராதா கிருஷ்ண மூலிகை,Radha Krishna Mooligai,,,ರಾಧಾಕೃಷ್ಣ ಗಿಡ,Radhakrishna Gida,,,രാധാകൃഷ്ണച്ചെടി,Radhakrishnachedi,,,राधाकृष्ण रोपटं,Radhakrishna Ropatan,,,રાધાકૃષ્ણ છોડ,Radhakrishna Chhod,,,রাধাকৃষ্ণ গাছ,Radhakrishna Gachh,,,ରାଧାକୃଷ୍ଣ ଗଛ,Radhakrishna Gachha,,,Tradescantia spathacea Sw. \Rhoeo spathacea (Swartz) Steam.],Oyster plant; Boat lily,Éphémère de Virginie; Plante huître
006,Divine ananda,अंगूर,Angoor,द्राक्षा,Draksha,ద్రాక్ష,Draksha,ద్రాక్ష తీగ,Draksha Teega,திராட்சை,Thiratsai,திராட்சைக் கொடி,Thiratsai Kodi,ದ್ರಾಕ್ಷಿ,Drakshi,ದ್ರಾಕ್ಷಿ ಬಳ್ಳಿ,Drakshi Balli,മുന്തിരി,Munthiri,മുന്തിരിക്കൊടി,Munthirikkodi,द्राक्ष,Draksha,द्राक्षाची वेल,Drakshachi Vel,દ્રાક્ષ,Draksh,દ્રાક્ષની વેલ,Drakshni Vel,আঙুর,Angur,আঙুর লতা,Angur Lota,ଅଙ୍ଗୁର,Angura,ଅଙ୍ଗୁର ଲତା,Angura Lata,Vitis vinifera L.,Common grape vine,Vigne; Vigne cultivée
011,Divine love governing the world,अशोक लता,Ashok Lata,,,అశోక తీగ,Asoka Teega,,,அசோக கொடி,Asoka Kodi,,,ಅಶೋಕ ಬಳ್ಳಿ,Ashoka Balli,,,അശോകക്കൊടി,Asokakkodi,,,अशोक वेल,Ashok Vel,,,અશોક વેલ,Ashok Vel,,,অশোক লতা,Asok Lota,,,ଅଶୋକ ଲତା,Asoka Lata,,,Brownea coccinea Jacq. corr. Murr.,Scarlet flame bean,Rose du Venezuela; Brownea
015,Divine help,मिर्ची गुड़हल,Mirchi Gurhal,,,మిరప మందార,Mirapa Mandara,,,மிளகாய் செம்பருத்தி,Milagai Sembaruthi,,,ಮೆಣಸಿನ ದಾಸವಾಳ,Menasina Dasavala,,,മുളകുചെമ്പരത്തി,Mulakuchemparathi,,,मिरची जास्वंद,Mirchi Jaswand,,,મરચી જાસૂદ,Marchi Jasud,,,মরিচ জবা,Morich Jaba,,,ମରିଚ ମନ୍ଦାର,Maricha Mandara,,,Malvaviscus arboreus Cav. var. drummondii (Torr. & A. Gray) Schery.,Wax mallow,Hibiscus piment; Malvaviscus
047,New world,सिंदूरी,Sindoori,लटकन,Latkan,జాఫ్రా,Japhra,అన్నాట్టో,Annatto,ஜாப்ரா,Japhra,குங்குமமரம்,Kungumamaram,ரಂಗಮಾಲೆ,Rangamale,ஜாಫ್ರಾ,Japhra,കുരങ്ങുമഞ്ഞൾ,Kurangumanjal,ജാഫ്ര,Japhra,शेंदरी,Shendri,लटकन,Latkan,સિંદૂરી,Sindoori,લટકન,Latkan,লটকন,Latkan,সিঁদুরি,Sindoori,ଜାଫ୍ରା,Japhra,ସିନ୍ଦୂରୀ,Sindoori,Bixa orellana L.,Annatto; Lip-stick tree,Rocouyer; Rocou
051,Successful future,गालार्डिया,Gaillardia,कंबल फूल,Kambal Phool,ఎర్ర చామంతి,Erra Chamanti,,,செவ்வரளி,Sevvarali,,,ಕೆಂಪು ಶಾವಂತಿಗೆ,Kempu Shavantige,,,ചുവന്ന ജമന്തി,Chuvanna Jamanthi,,,गालार्डिया,Gaillardia,कंबल फूल,Kambal Phool,ગાલાર્ડિયા,Gaillardia,કંબલ ફૂલ,Kambal Phool,গালার্দিয়া,Gaillardia,কম্বল ফুল,Kombol Phool,ଗାଲାର୍ଡିଆ,Gaillardia,କମ୍ବଳ ଫୁଲ,Kambala Phula,Gaillardia pulchella Foug. cv. Lorenziana,Blanket flower,Gaillarde
056,To live only for the divine,विलायती मेंहदी,Vilayati Mehendi,,,మరువము भेद,Maruvamu Bhed,,,மருவ பூ,Maruva Poo,,,ಮರುವ ಹೂ,Maruva Hoo,,,മരുപ്പൂവ്,Maruppoovu,,,मरवा फूल,Marwa Phool,,,મરવો ફૂલ,Marvo Phool,,,মরু ফুল,Moru Phool,,,ମରୁ ଫୁଲ,Maru Phula,,,Myrtus communis L.,Myrtle,Myrte; Myrte commun
069,Exclusive turning of all movements towards the divine,अमरकंद,Amarkand,,,అమరకందం,Amarakandam,,,அமரக்கிழங்கு,Amarakkilangu,,,ಅಮರಗೆಡ್ಡೆ,Amaragedde,,,അമരക്കിഴങ്ങ്,Amarakkizhangu,,,अमरकंद,Amarakand,,,અમરકંદ,Amarakand,,,অমৃতকন্দ,Amritakanda,,,ଅମୃତକନ୍ଦ,Amritakanda,,,Eulophia R. Br. ex Lindl. spp.,Eulophia orchid,Eulophia
070,Lasting attachment,आईवी,Ivy,,,ఐవీ తీగ,Ivy Teega,,,ஐவி கொடி,Ivy Kodi,,,ಐವಿ ಬಳ್ಳಿ,Ivy Balli,,,ഐവി കൊടി,Ivy Kodi,,,आयव्ही वेल,Ivy Vel,,,આઈવી વેલ,Ivy Vel,,,আইভি লতা,Ivy Lota,,,ଆଇଭି ଲତା,Ivy Lata,,,Hedera L. spp.,Ivy,Lierre; Lierre grimpant
071,Trust in the divine,लवंगा,Lavanga,सफ़ेद चामली,Safed Chamli,తవసి గువ్వ,Thavasi Guvva,సౌందర్య పువ్వు,Saundarya Puvvu,தவசி முருங்கை,Thavasi Murungai,மேகவண்ணப்பூ,Megavannappoo,ತವಸಿ ಹೂವು,Thavasi Huavu,ಸೌಂದರ್ಯ ಹೂ,Saundarya Hoo,തവസി മുരിങ്ങ,Thavasi Muringa,മേഘവർണ്ണപ്പൂവ്,Meghavarnnappoovu,लांबडा अबोली,Lambda Aboli,,,સુંદરતા ફૂલ,Sundarta Phool,,,সুন্দর লতা,Sundar Lota,,,ସୁନ୍ଦରୀ ଲତା,Sundari Lata,,,Asystasia gangetica (L.) Anderson. [A. coromandeliana Nees.],Chinese violet,Asystasie
110,Road to the divine,चीता लिली,Cheeta Lily,,,చిరుత లిల్లీ,Chiruta Lily,,,சிறுத்தை லில்லி,Siruthai Lily,,,ಚಿಿರತೆ ಲಿಲ್ಲಿ,Chirate Lily,,,പുള്ളിപ്പുലി ലില്ലി,Pullippuli Lily,,,चित्ता लिली,Chitta Lily,,,ચિત્તા લિલી,Chitta Lily,,,চিতা লিলি,Chita Lily,,,ଚିତା ଲିଲି,Chita Lily,,,Drimiopsis kirkii Bak.,Little white squill,Lys léopard nain
112,Hope,नीली बेल,Neeli Bel,,,నీల తీగ,Neela Teega,,,நீலக் கொடி,Neelak Kodi,,,ನೀಲಿ ಬಳ್ಳಿ,Neeli Balli,,,നീലക്കൊടി,Neelakkodi,,,निळी वेल,Nili Vel,,,વાંદળી વેલ,Vandli Vel,,,নীল লতা,Neel Lota,,,ନୀଳ ଲତା,Neela Lata,,,Jacquemontia pentantha (Jacq.) G. Don.,Skyblue clustervine,Jacquemontia; Liane bleue
113,Repentance,रेशम घास,Resham Ghas,परफूल घास,Parphool Ghas,రేశం గడ్డి,Resham Gaddi,,,பட்டுப் புல்,Pattu Pul,,,ರೇಷ್ಮೆ ಹುಲ್ಲು,Reshme Hullu,,,പട്ടുപുല്ല്,Pattupullu,,,रेशीम गवत,Reshim Gavat,,,રેશમ ઘાસ,Resham Ghas,,,রেশম ঘাস,Resham Ghas,,,ରେଶମ ଘାସ,Reshama Ghasa,,,Chloris barbata Sw.,Peacock plume grass,Herbe de soie; Chloris
116,Ascension,दुरुप,Durup,बड़ा गोमा,Bada Goma,రాణీ పువ్వు,Rani Puvvu,పెద్ద గోమ,Pedda Goma,சிங்கக் காது பூ,Singak Kaadhu Poo,,,ಸಿಂಹದ ಕಿವಿ ಹೂ,Simhada Kivi Hoo,,,സിംഹച്ചെവിപ്പൂവ്,Simhachevavippoovu,,,दीपमाळ,Deepmal,रान तीळ,Ran Til,સિંહ કાન ફૂલ,Sinh Kan Phool,,,সিংহ কান ফুল,Singha Kan Phool,,,ସିଂହ କାନ ଫୁଲ,Singha Kana Phula,,,Leonotis nepetifolia (L.) R. Br.,Lion's ear; Klip dagga,Oreille de lion; Léonotis
